date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,obos_main,Dealer_Hedging,Dealer_self,Foreign_Investor,Investment_Trust
2021-07-01,1477,2255867,612986938,275.0,278.5,267.0,269.5,-4.5,2139,2245438.0,6000.0,-6000.0,439840.0,212000.0
2021-07-02,1477,1954323,525104168,272.0,275.0,265.0,266.0,-3.5,1603,1797955.0,14000.0,49900.0,76099.0,7000.0
2021-07-05,1477,3329024,869293586,263.5,266.0,255.0,264.5,-1.5,3104,2858027.0,33000.0,-38389.0,-1194211.0,588000.0
2021-07-06,1477,1713254,444361571,264.5,265.5,257.0,257.0,-7.5,1864,1431597.0,13000.0,-57641.0,-592028.0,-39000.0
2021-07-07,1477,3213908,809579831,255.0,256.5,248.0,254.5,-2.5,2875,2864418.0,1000.0,-126585.0,92067.0,-734000.0
2021-07-08,1477,3015757,750215661,254.5,254.5,246.0,250.0,-4.5,2806,3009327.0,-12000.0,-154110.0,478474.0,-701302.0
2021-07-09,1477,1685535,415339058,247.0,250.5,245.0,247.0,-3.0,1617,2004683.0,18000.0,-82176.0,529501.0,-570000.0
2021-07-12,1477,1148497,282354777,248.5,250.5,244.0,245.5,-1.5,1165,1283505.0,-7000.0,1514.0,-323698.0,-65000.0
2021-07-13,1477,2083944,502771102,246.5,246.5,239.0,241.0,-4.5,2011,2043830.0,-20000.0,-46136.0,-559555.0,-448000.0
2021-07-14,1477,1362032,326663338,240.0,244.0,236.0,242.0,1.0,1190,1378797.0,6000.0,-88010.0,-389466.0,-9000.0
2021-07-15,1477,1405459,345300019,245.5,247.0,244.0,245.5,3.5,1275,1722893.0,32000.0,34106.0,-709362.0,-94000.0
2021-07-16,1477,1444928,353933761,244.0,247.0,242.5,247.0,1.5,1266,1813122.0,3000.0,-2542.0,-90899.0,-256890.0
2021-07-19,1477,1892678,456545047,245.0,245.0,238.5,243.0,-4.0,1526,1892908.0,-20000.0,-6792.0,-467371.0,-142000.0
2021-07-20,1477,2907672,689082906,238.5,240.5,235.0,236.0,-7.0,2116,3044221.0,-12050.0,-140084.0,-46376.0,-760000.0
2021-07-21,1477,2133377,501937749,236.0,238.0,231.5,235.5,-0.5,1932,2262881.0,-56000.0,30909.0,-527329.0,-69000.0
2021-07-22,1477,1757234,415869610,235.0,238.5,232.5,237.0,1.5,1303,2309503.0,23000.0,3000.0,-584386.0,-19000.0
2021-07-23,1477,2125124,500977155,235.0,239.5,233.0,239.5,2.5,1582,2763327.0,-7000.0,9407.0,-196000.0,4000.0
2021-07-26,1477,2569890,601056848,238.0,238.0,232.0,233.0,-6.5,1781,2956626.0,16000.0,-1011.0,-669165.0,45000.0
2021-07-27,1477,2143768,512738464,232.5,244.0,232.5,240.0,7.0,1746,2298663.0,80000.0,16533.0,134386.0,162197.0
2021-07-28,1477,1751507,420934701,238.0,243.0,237.5,239.5,-0.5,1391,1409607.0,-67000.0,29238.0,-698561.0,41000.0
2021-07-29,1477,2096353,496880351,238.5,239.5,234.5,237.5,-2.0,1272,2611961.0,-9000.0,15618.0,-540532.0,-20000.0
2021-07-30,1477,1614468,382032129,237.0,239.0,235.0,237.5,0.0,1241,2296877.0,-12000.0,-351.0,-228390.0,-194000.0
2021-08-02,1477,1669733,390049620,234.5,237.0,229.5,236.5,-1.0,1483,1572480.0,-7000.0,-6000.0,245646.0,-293000.0
2021-08-03,1477,1963439,460646835,236.5,238.0,232.5,234.0,-2.5,1755,2143618.0,-3000.0,11672.0,-249541.0,-207000.0
2021-08-04,1477,6204655,1532059761,237.0,253.5,235.0,250.0,16.0,4577,4850011.0,82000.0,112490.0,654879.0,652000.0
2021-08-05,1477,2103951,521089388,243.0,251.0,243.0,248.5,-1.5,1788,2287403.0,-25000.0,-499.0,-757306.0,0.0
2021-08-06,1477,1609157,392133792,248.5,248.5,241.0,246.0,-2.5,1500,1428345.0,20000.0,-34357.0,34806.0,-337000.0
2021-08-09,1477,960281,231152115,243.5,245.0,239.0,240.0,-6.0,835,1135341.0,-13000.0,-1513.0,-362066.0,31000.0
2021-08-10,1477,1254389,294413763,239.0,239.0,232.0,235.0,-5.0,1094,1339244.0,-7000.0,100.0,-448720.0,-100000.0
2021-08-11,1477,981757,230213467,235.0,237.0,230.5,234.0,-1.0,881,1236775.0,-6000.0,77380.0,-176515.0,1000.0
2021-08-12,1477,1135233,266282696,233.0,237.5,230.5,236.0,2.0,937,1714171.0,2000.0,5900.0,-476851.0,-31000.0
2021-08-13,1477,2002130,458145000,234.0,234.0,223.5,228.5,-7.5,1789,1726372.0,-22000.0,-7089.0,-510093.0,44000.0
2021-08-16,1477,2259374,496479383,228.5,228.5,217.0,219.0,-9.5,1772,2331766.0,-64000.0,-25892.0,687032.0,-95125.0
2021-08-17,1477,1707909,381304073,218.0,226.0,217.5,221.5,2.5,1452,2104738.0,-14000.0,-1700.0,178968.0,173000.0
2021-08-18,1477,2256217,501737094,220.0,226.0,215.5,226.0,4.5,1900,3005997.0,0.0,5663.0,-462664.0,2000.0
2021-08-19,1477,2296826,497501604,222.5,222.5,213.5,216.0,-10.0,1935,2760046.0,-4000.0,33527.0,354477.0,1000.0
2021-08-20,1477,1222529,268727682,218.0,222.0,217.0,219.0,3.0,1049,1430558.0,2000.0,44118.0,212025.0,-26000.0
2021-08-23,1477,976374,219958657,220.5,228.0,220.5,225.0,6.0,826,1222652.0,5000.0,-19970.0,-380282.0,111000.0
2021-08-24,1477,1118410,256156890,227.0,231.0,224.5,229.5,4.5,910,1320957.0,-2000.0,-11032.0,18258.0,145000.0
2021-08-25,1477,1093140,251947730,229.5,232.0,227.0,231.5,2.0,939,1293332.0,-4000.0,48000.0,-527317.0,290000.0
2021-08-26,1477,662566,154734601,231.5,235.5,230.0,233.0,1.5,585,823413.0,2000.0,0.0,-115535.0,0.0
2021-08-27,1477,702885,164911581,235.0,236.0,230.5,236.0,3.0,556,930984.0,10000.0,11000.0,-82782.0,0.0
2021-08-30,1477,794337,186754506,236.0,237.0,232.5,236.0,0.0,678,976101.0,-12000.0,19981.0,-439310.0,0.0
2021-08-31,1477,814190,192456259,236.0,239.0,233.0,238.5,2.5,633,1166359.0,6000.0,5000.0,-22871.0,0.0
2021-09-01,1477,720349,170891446,238.0,238.5,236.0,236.5,-2.0,692,1021728.0,-8000.0,12507.0,-499449.0,27000.0
2021-09-02,1477,488204,115766481,236.5,239.5,235.0,235.0,-1.5,473,645857.0,7000.0,380.0,-169626.0,189.0
2021-09-03,1477,2963094,723704736,239.5,246.5,239.5,245.5,10.5,2084,2378976.0,1000.0,45047.0,1131386.0,112000.0
2021-09-06,1477,1775090,436495129,247.0,250.5,243.0,244.0,-1.5,1454,1828087.0,5000.0,36000.0,-232213.0,-51000.0
2021-09-07,1477,762251,184334977,247.0,247.0,240.0,243.5,-0.5,702,868471.0,-15000.0,-29868.0,-70565.0,-1000.0
2021-09-08,1477,996278,239469689,241.0,243.0,237.5,240.0,-3.5,871,1321494.0,-2000.0,-20837.0,-188627.0,30000.0
2021-09-09,1477,795974,193385411,238.0,245.0,238.0,244.0,4.0,681,1120246.0,14000.0,1438.0,-310068.0,-15000.0
2021-09-10,1477,869243,215070804,245.0,248.5,244.5,248.0,4.0,780,1134215.0,-2000.0,66784.0,-45842.0,20000.0
2021-09-13,1477,811053,202454314,249.5,250.5,246.5,250.0,2.0,788,833009.0,-5000.0,34169.0,-117912.0,-55000.0
2021-09-14,1477,3717915,962073027,255.0,261.5,254.0,258.5,8.5,2995,1976290.0,-2304.0,-30783.0,842677.0,490000.0
2021-09-15,1477,1611799,416317618,258.5,260.0,256.0,259.5,1.0,1351,1746743.0,-45000.0,-103000.0,389369.0,89000.0
2021-09-16,1477,1463459,369271930,259.0,259.0,249.5,253.0,-6.5,2795,1650900.0,-5000.0,10000.0,-134820.0,-184000.0
2021-09-17,1477,1028679,261104820,251.0,255.0,250.5,253.5,0.5,1230,1348831.0,0.0,18115.0,-337567.0,19000.0
2021-09-22,1477,819528,206694702,249.5,255.0,249.0,253.0,-0.5,783,1042024.0,-7000.0,-48785.0,366959.0,2000.0
2021-09-23,1477,1724273,434454091,253.0,256.0,249.0,252.5,-0.5,4407,2420665.0,4000.0,2000.0,297244.0,0.0
2021-09-24,1477,1059895,263655465,253.0,253.0,247.5,247.5,-5.0,1349,1377578.0,-3000.0,-116000.0,-32315.0,-48000.0
2021-09-27,1477,520127,129191243,247.5,251.5,246.0,246.0,-1.5,448,438033.0,-2000.0,-22930.0,-136028.0,27000.0
2021-09-28,1477,361327,88419034,246.0,247.5,243.0,245.0,-1.0,365,397504.0,-6000.0,-1550.0,68684.0,-118000.0
2021-09-29,1477,1118369,271445240,242.0,249.5,239.0,242.5,-2.5,1011,984858.0,0.0,-41037.0,-130319.0,-189000.0
2021-09-30,1477,690158,169724850,240.0,247.5,240.0,246.5,4.0,630,765504.0,-2000.0,13300.0,-142367.0,41000.0
2021-10-01,1477,528278,127748017,244.5,244.5,240.0,241.0,-5.5,911,645322.0,-4081.0,-36245.0,-232322.0,24000.0
2021-10-04,1477,881026,208536347,241.0,242.5,233.5,237.0,-4.0,720,882142.0,-9382.0,1743.0,-10313.0,56000.0
2021-10-05,1477,2121290,481422168,231.0,231.0,223.5,226.5,-10.5,1775,2001485.0,-12000.0,-6578.0,-157942.0,-284000.0
2021-10-06,1477,2337291,518605017,226.5,228.0,219.0,221.5,-5.0,1889,2590420.0,-12804.0,-77018.0,52710.0,-256000.0
2021-10-07,1477,1292602,287326461,222.5,225.5,220.0,222.5,1.0,961,1740447.0,-1000.0,-850.0,-257737.0,-41000.0
2021-10-08,1477,1280386,284641328,225.5,226.5,219.0,223.0,0.5,1006,1445911.0,-74.0,-10524.0,27639.0,-158000.0
2021-10-12,1477,2246463,483624178,218.5,221.5,212.5,215.0,-8.0,1874,2313328.0,-6388.0,11320.0,-457990.0,-174626.0
2021-10-13,1477,1189295,252284206,214.5,217.5,208.0,214.0,-1.0,1180,1354655.0,-1000.0,6175.0,-39529.0,-128000.0
2021-10-14,1477,726349,155652529,213.0,217.5,211.0,215.0,1.0,681,945854.0,0.0,-1448.0,-235014.0,-54000.0
2021-10-15,1477,2608658,544128097,215.0,215.0,204.5,209.0,-6.0,2413,2223190.0,-1344.0,-1023.0,-467685.0,-345000.0
2021-10-18,1477,1842270,400907030,213.0,220.5,212.5,217.5,8.5,1548,1442698.0,1012.0,-10233.0,178602.0,-81318.0
2021-10-19,1477,1016376,220800901,219.5,221.0,215.0,219.5,2.0,877,761912.0,0.0,13035.0,-85816.0,-108000.0
2021-10-20,1477,714603,155717826,220.0,220.0,217.0,218.0,-1.5,653,696924.0,0.0,-17375.0,223285.0,-236000.0
2021-10-21,1477,897721,197986998,218.5,223.5,217.5,217.5,-0.5,808,824855.0,11000.0,28560.0,-84092.0,-85000.0
2021-10-22,1477,766967,168559124,219.0,222.5,218.0,220.0,2.5,789,924716.0,1000.0,31705.0,144742.0,-12000.0
2021-10-25,1477,1211565,270224667,222.0,226.5,220.5,223.0,3.0,898,1450846.0,-20000.0,-4022.0,266168.0,38000.0
2021-10-26,1477,1660463,380006967,224.0,232.0,222.5,230.0,7.0,1378,1906753.0,4770.0,10468.0,437239.0,7000.0
2021-10-27,1477,875528,200969401,227.5,231.5,227.0,231.0,1.0,830,1282072.0,-1000.0,-17000.0,-212997.0,28000.0
2021-10-28,1477,698077,161954684,229.5,233.5,228.5,233.0,2.0,675,854130.0,-1000.0,-2674.0,21196.0,60000.0
2021-10-29,1477,1844846,442661599,235.0,243.0,233.0,242.5,9.5,1562,2108358.0,17000.0,-42334.0,665638.0,34000.0
2021-11-01,1477,1248374,294145447,241.0,242.5,232.0,235.0,-7.5,4790,970103.0,6000.0,10000.0,-306724.0,6000.0
2021-11-02,1477,1104790,254236407,235.0,236.5,227.5,231.0,-4.0,1515,960123.0,7000.0,22720.0,32897.0,0.0
2021-11-03,1477,1477333,331230688,228.5,229.0,222.0,224.0,-7.0,1348,1114190.0,-3012.0,27367.0,-293832.0,-102000.0
2021-11-04,1477,832036,190088533,225.0,231.0,225.0,228.0,4.0,698,879189.0,-2000.0,-10800.0,70645.0,-26000.0
2021-11-05,1477,990042,229944841,229.0,235.5,227.0,234.0,6.0,757,1150080.0,37000.0,75676.0,-405241.0,-1000.0
2021-11-08,1477,766225,181907859,234.0,239.5,234.0,236.5,2.5,716,828153.0,2000.0,71023.0,-45019.0,-46000.0
2021-11-09,1477,544296,130118847,238.0,241.0,237.5,238.5,2.0,613,505264.0,0.0,-16810.0,-34606.0,9264.0
2021-11-10,1477,1709587,408808684,238.5,243.0,237.0,237.5,-1.0,1743,2177910.0,4778.0,136783.0,-565364.0,-2000.0
2021-11-11,1477,1445268,344505174,238.0,242.0,235.5,237.0,-0.5,1728,1810405.0,0.0,60000.0,-549055.0,0.0
2021-11-12,1477,960556,228869246,238.0,240.5,235.5,237.5,0.5,850,1388915.0,8000.0,-11000.0,-187551.0,-6000.0
2021-11-15,1477,1047825,248423302,238.0,240.0,235.0,238.0,0.5,1142,1535632.0,-2201.0,11866.0,31272.0,-558000.0
2021-11-16,1477,1027030,244667216,238.0,240.5,236.5,238.5,0.5,839,1343881.0,432.0,1000.0,132154.0,-502000.0
2021-11-17,1477,1266352,299379839,240.0,240.0,234.0,237.0,-1.5,1542,1401772.0,-4000.0,-96000.0,-204523.0,-279000.0
2021-11-18,1477,1206829,286875185,237.5,242.5,235.5,237.5,0.5,1080,1207671.0,1000.0,28129.0,364000.0,-101000.0
2021-11-19,1477,3142722,768928266,242.0,252.0,241.0,243.5,6.0,2488,2208281.0,8000.0,41706.0,286516.0,0.0
2021-11-22,1477,1558098,376074987,242.5,245.5,239.0,242.5,-1.0,1613,1162336.0,21806.0,34286.0,-261802.0,0.0
2021-11-23,1477,1249339,299904068,242.5,243.0,237.5,242.0,-0.5,1796,1443242.0,-2000.0,-3000.0,219712.0,-186000.0
2021-11-24,1477,843893,201382189,242.0,242.0,237.5,238.5,-3.5,1870,1156193.0,0.0,47033.0,-229827.0,575.0
2021-11-25,1477,679957,162039726,240.0,240.0,237.0,239.0,0.5,1025,880011.0,-4000.0,7942.0,-72000.0,1000.0
2021-11-26,1477,1117811,263378389,239.0,239.0,233.5,234.0,-5.0,1270,1553242.0,-24000.0,-24452.0,-535000.0,1000.0
2021-11-29,1477,799975,186626792,231.0,235.5,230.0,233.0,-1.0,1359,1194115.0,0.0,-16940.0,-508115.0,1000.0
2021-11-30,1477,574303,134707138,233.0,236.0,233.0,233.0,0.0,1822,780421.0,0.0,-9947.0,-275890.0,-38000.0
2021-12-01,1477,565722,132061430,233.0,236.5,231.0,233.5,0.5,1010,673560.0,1000.0,19004.0,-264830.0,38000.0
2021-12-02,1477,1100463,261793099,233.5,240.5,233.5,239.0,5.5,843,1305579.0,19000.0,77189.0,307251.0,0.0
2021-12-03,1477,2564060,602539153,239.0,240.0,229.0,237.0,-2.0,3876,2468843.0,-40012.0,-42261.0,-363000.0,0.0
2021-12-06,1477,520495,124515281,237.0,240.5,236.0,240.5,3.5,910,801600.0,2000.0,65000.0,245020.0,1000.0
2021-12-07,1477,1422251,348665489,241.0,249.0,240.5,247.5,7.0,1629,1452475.0,5000.0,55869.0,560694.0,156000.0
2021-12-08,1477,1679383,416796459,252.0,253.0,244.5,247.5,0.0,4027,1722857.0,-21000.0,54632.0,152165.0,109000.0
2021-12-09,1477,939597,233805899,249.0,251.5,246.5,249.0,1.5,887,961659.0,1000.0,-62000.0,59876.0,0.0
2021-12-10,1477,843596,209229976,250.0,250.0,244.0,247.0,-2.0,751,953892.0,7000.0,-16000.0,-158871.0,0.0
2021-12-13,1477,179668,44668926,249.0,249.5,247.5,248.0,1.0,426,184138.0,-1000.0,14000.0,-29983.0,0.0
2021-12-14,1477,1036956,257008870,249.5,251.5,244.0,248.0,0.0,2342,942019.0,-3000.0,-3000.0,48521.0,0.0
2021-12-15,1477,872329,214905287,248.5,248.5,244.0,246.0,-2.0,2116,982920.0,-10000.0,-78000.0,-46955.0,0.0
2021-12-16,1477,800439,196085107,247.5,247.5,242.5,245.0,-1.0,769,930658.0,0.0,-72950.0,-94012.0,1000.0
2021-12-17,1477,1618439,402635083,244.5,252.0,244.5,247.0,2.0,1834,1782294.0,3000.0,-748.0,399733.0,1000.0
2021-12-20,1477,1084181,264229234,247.0,247.0,241.5,242.0,-5.0,3447,1533155.0,-7000.0,-8999.0,-348000.0,0.0
2021-12-21,1477,721669,177636665,244.0,248.0,243.5,248.0,6.0,509,1022319.0,0.0,-4908.0,385000.0,0.0
2021-12-22,1477,422114,104469796,245.5,249.5,245.5,246.5,-1.5,534,594000.0,-2000.0,1309.0,-60000.0,0.0
2021-12-23,1477,367214,91017222,246.5,249.0,246.5,248.5,2.0,303,425441.0,0.0,1199.0,67631.0,0.0
2021-12-24,1477,1081713,271324655,248.5,252.0,248.5,250.5,2.0,1433,1336804.0,18000.0,6034.0,424000.0,0.0
2021-12-27,1477,269024,67133352,250.5,251.0,248.0,248.5,-2.0,4986,382714.0,-15000.0,1000.0,-108934.0,0.0
2021-12-28,1477,286986,71146553,247.5,249.0,247.0,247.5,-1.0,840,367633.0,-3000.0,-2437.0,38000.0,-19000.0
2021-12-29,1477,330675,82117663,249.0,250.0,247.0,248.5,1.0,1098,495821.0,0.0,12082.0,8000.0,0.0
2021-12-30,1477,506157,125123934,247.5,249.0,245.0,247.0,-1.5,1508,662747.0,2000.0,6023.0,-108017.0,-24000.0
2022-01-03,1477,1167809,292069927,249.0,255.5,245.5,246.5,-0.5,1768,883465.0,1933.0,18000.0,273793.0,-10000.0
2022-01-04,1477,2336879,585565421,249.5,255.5,246.5,253.5,7.0,2411,2734741.0,26106.0,79000.0,986631.0,-40000.0
2022-01-05,1477,3789451,990879664,266.0,272.0,257.0,257.0,3.5,3903,3328458.0,-19699.0,110019.0,1284123.0,29000.0
2022-01-06,1477,1886525,481902984,256.0,259.5,253.5,255.5,-1.5,3309,2709536.0,-3998.0,18000.0,953634.0,0.0
2022-01-07,1477,1207423,302291231,256.0,256.0,248.5,250.0,-5.5,2093,1276217.0,-6812.0,29000.0,-78224.0,0.0
2022-01-10,1477,1036319,255394041,249.5,249.5,245.0,248.0,-2.0,1558,1284171.0,-1071.0,-13000.0,99000.0,-12000.0
2022-01-11,1477,1063639,260360345,250.0,250.0,243.0,244.0,-4.0,5062,1346471.0,-1004.0,-5640.0,-267000.0,-1000.0
2022-01-12,1477,1301934,315655842,245.0,245.0,240.0,243.5,-0.5,3873,1654100.0,-1278.0,-9715.0,-244583.0,-1000.0
2022-01-13,1477,685716,166133363,245.0,246.5,240.0,242.0,-1.5,3106,786807.0,-993.0,-49856.0,-279738.0,0.0
2022-01-14,1477,515590,123478274,240.5,241.5,238.0,240.5,-1.5,2946,634165.0,-2037.0,-79000.0,69000.0,-1149.0
2022-01-17,1477,452672,108765505,240.5,242.0,238.0,241.0,0.5,966,685224.0,9983.0,-48000.0,-254000.0,0.0
2022-01-18,1477,1840932,447989819,245.0,249.0,239.5,239.5,-1.5,9107,1605344.0,-2826.0,-8000.0,-590000.0,-1000.0
2022-01-19,1477,858288,206786113,240.0,243.0,239.5,240.5,1.0,1405,1248356.0,-3090.0,-23236.0,-16960.0,-213000.0
2022-01-20,1477,703493,170708413,240.5,245.5,239.0,245.0,4.5,703,880096.0,-964.0,-9000.0,4809.0,0.0
2022-01-21,1477,543343,131010620,243.0,243.5,240.0,240.0,-5.0,1392,724977.0,-4000.0,-7000.0,-172000.0,-13000.0
2022-01-24,1477,1673366,389834127,236.5,236.5,230.5,233.5,-6.5,1249,2040604.0,-1628.0,-15318.0,-690000.0,-218000.0
2022-01-25,1477,1683084,386394611,233.0,233.5,227.0,233.0,-0.5,1348,1914905.0,-1960.0,-91958.0,21956.0,-268000.0
2022-01-26,1477,2058242,471520439,232.0,233.0,226.0,231.5,-1.5,1978,2261193.0,-5717.0,25000.0,696357.0,-468971.0
2022-02-07,1477,1656457,373795018,230.5,230.5,224.0,225.0,-6.5,1226,1660971.0,1000.0,19649.0,-291365.0,-412000.0
2022-02-08,1477,2036354,458452734,226.5,228.0,224.0,225.0,0.0,1674,2878124.0,3000.0,17564.0,141766.0,-526000.0
2022-02-09,1477,1609673,373573844,229.5,234.5,228.5,234.0,9.0,1370,1603727.0,6000.0,11056.0,473057.0,-109000.0
2022-02-10,1477,1684387,386235264,234.0,235.5,227.0,229.0,-5.0,2502,1972177.0,-8000.0,23178.0,-721299.0,-60000.0
2022-02-11,1477,1318867,301292693,230.0,231.5,225.0,231.5,2.5,1076,1127410.0,-2000.0,1774.0,-182156.0,-232000.0
2022-02-14,1477,501411,113639084,229.0,229.0,225.5,226.0,-5.5,452,545578.0,-18.0,-9313.0,-135058.0,-5000.0
2022-02-15,1477,501404,113065912,225.5,227.5,224.5,225.0,-1.0,521,615138.0,-186.0,-7812.0,37363.0,0.0
2022-02-16,1477,517176,117320806,226.5,228.0,225.5,227.5,2.5,550,555398.0,0.0,14674.0,33470.0,-6000.0
2022-02-17,1477,765021,174588337,228.0,229.5,226.5,228.5,1.0,619,1119931.0,0.0,2000.0,-27806.0,-2000.0
2022-02-18,1477,405226,91647176,227.0,227.0,225.0,227.0,-1.5,451,544127.0,-5000.0,1000.0,-101046.0,0.0
2022-02-21,1477,370221,83627205,226.0,227.0,225.0,226.0,-1.0,400,394622.0,0.0,-1.0,-5941.0,-258.0
2022-02-22,1477,658158,148663525,226.0,228.0,224.5,226.0,0.0,496,966856.0,0.0,-9731.0,-223502.0,0.0
2022-02-23,1477,370930,83734431,226.0,227.5,225.0,226.0,0.0,464,553486.0,0.0,1968.0,-132014.0,0.0
2022-02-24,1477,1056310,232356218,225.0,225.0,216.0,218.5,-7.5,1139,1144811.0,-129.0,-13242.0,-133878.0,-163000.0
2022-02-25,1477,1357971,293603852,220.0,220.5,214.0,220.0,1.5,1309,1551602.0,0.0,40058.0,393001.0,-329902.0
2022-03-01,1477,538787,120283287,220.0,225.0,220.0,223.0,3.0,570,708104.0,0.0,2023.0,42010.0,1000.0
2022-03-02,1477,805917,180605823,223.0,226.0,222.5,225.0,2.0,1049,1104690.0,0.0,18980.0,-58700.0,0.0
2022-03-03,1477,1671809,377663323,228.5,231.0,222.5,226.0,1.0,1307,1968863.0,0.0,-5121.0,-202825.0,-31000.0
2022-03-04,1477,2053073,454924156,226.0,226.5,218.0,223.0,-3.0,1697,2717346.0,0.0,44589.0,-733281.0,-340000.0
